Experiment Metadata
Client Count,5
Auto Run Rounds,50
Clients Epochs(round),2
model,resnet18
Dataset,CIFAR-10
Data Size,"{'train': 35000, 'val': 3500, 'test': 3500}"
Best Round,27
Best Accuracy,88.17142857142856
Duration of time,4 h 19 min 25 sec

Round,Accuracy (%),Client Count
1,78.48571428571428,5
2,83.37142857142858,5
3,85.2,5
4,86.4,5
5,86.62857142857143,5
6,86.68571428571428,5
7,86.45714285714286,5
8,87.22857142857143,5
9,86.97142857142856,5
10,86.2,5
11,86.54285714285714,5
12,87.68571428571428,5
13,86.5142857142857,5
14,87.14285714285714,5
15,86.8,5
16,86.82857142857144,5
17,87.25714285714285,5
18,86.11428571428571,5
19,87.11428571428571,5
20,87.22857142857143,5
21,87.14285714285714,5
22,87.31428571428572,5
23,87.14285714285714,5
24,87.42857142857143,5
25,87.4857142857143,5
26,87.65714285714286,5
27,88.17142857142856,5
28,87.65714285714286,5
29,87.4857142857143,5
30,87.68571428571428,5
31,87.54285714285714,5
32,87.4857142857143,5
33,87.08571428571429,5
34,87.94285714285715,5
35,87.2,5
36,87.17142857142856,5
37,87.88571428571429,5
38,87.77142857142857,5
39,88.05714285714285,5
40,87.97142857142856,5
41,88.14285714285714,5
42,87.54285714285714,5
43,87.22857142857143,5
44,87.8,5
45,88.05714285714285,5
46,87.8,5
47,87.54285714285714,5
48,87.62857142857143,5
49,87.28571428571429,5
50,87.37142857142857,5
